user_id,device,location,traffic_source,visited,signed_up,added_to_cart,purchased,timestamp
user_38,desktop,Hyderabad,direct,True,True,False,False,2025-03-05 10:25:00
user_39,mobile,Mumbai,organic_search,True,True,False,False,2025-04-04 02:13:00
user_40,mobile,Ahmedabad,organic_search,True,True,False,False,2025-05-12 22:20:00
user_41,mobile,Mumbai,email,True,True,False,False,2025-03-28 20:31:00
user_42,mobile,Delhi,social_media,True,False,False,False,2025-04-20 20:29:00
user_43,tablet,Hyderabad,organic_search,True,True,True,False,2025-03-19 08:08:00
user_44,mobile,Kolkata,organic_search,True,True,True,True,2025-04-01 23:35:00
user_45,desktop,Hyderabad,direct,True,False,False,False,2025-05-08 08:47:00
user_46,mobile,Delhi,paid_ads,True,True,True,True,2025-05-14 13:57:00
user_47,mobile,Mumbai,organic_search,True,False,False,False,2025-05-14 12:23:00
user_48,mobile,Kolkata,paid_ads,True,False,False,False,2025-03-29 04:32:00
user_49,mobile,Indore,direct,True,False,False,False,2025-05-03 02:48:00
user_50,tablet,Kolkata,organic_search,True,True,False,False,2025-03-07 03:09:00
user_51,desktop,Bangalore,email,True,False,False,False,2025-05-20 05:50:00
user_52,tablet,Ahmedabad,social_media,True,False,False,False,2025-05-27 13:38:00
user_53,desktop,Bangalore,paid_ads,True,False,False,False,2025-03-09 12:24:00
user_54,desktop,Bangalore,social_media,True,True,False,False,2025-05-16 14:33:00
user_55,tablet,Bangalore,referral,True,False,False,False,2025-04-02 17:55:00
user_56,mobile,Bangalore,organic_search,True,False,False,False,2025-03-02 21:46:00
user_57,mobile,Kolkata,organic_search,True,True,True,True,2025-03-15 21:56:00
user_58,mobile,Bangalore,direct,True,False,False,False,2025-05-08 08:49:00
user_59,mobile,Delhi,social_media,True,False,False,False,2025-05-22 10:07:00
user_60,mobile,Delhi,paid_ads,True,False,False,False,2025-04-07 13:10:00
user_61,mobile,Mumbai,social_media,True,True,False,False,2025-04-28 00:46:00
user_62,desktop,Hyderabad,social_media,True,False,False,False,2025-04-03 16:48:00
user_63,mobile,Delhi,email,True,True,False,False,2025-03-23 16:58:00
user_64,mobile,Mumbai,direct,True,False,False,False,2025-03-14 20:19:00
user_65,mobile,Chennai,paid_ads,True,True,False,False,2025-05-21 16:38:00
user_66,mobile,Chennai,organic_search,True,True,False,False,2025-03-26 04:23:00
user_67,desktop,Kolkata,social_media,True,True,False,False,2025-03-21 17:49:00
user_68,mobile,Bangalore,paid_ads,True,False,False,False,2025-05-07 00:38:00
user_69,tablet,Pune,social_media,True,False,False,False,2025-04-11 15:01:00
user_70,desktop,Ahmedabad,paid_ads,True,True,False,False,2025-03-15 11:56:00
user_71,mobile,Kolkata,organic_search,True,True,False,False,2025-04-09 07:03:00
user_72,mobile,Hyderabad,paid_ads,True,True,False,False,2025-03-31 18:05:00
user_73,desktop,Delhi,social_media,True,False,False,False,2025-03-11 23:31:00
user_74,desktop,Indore,email,True,True,False,False,2025-03-09 17:49:00
user_75,desktop,Delhi,paid_ads,True,True,False,False,2025-03-17 04:42:00
user_76,desktop,Delhi,organic_search,True,False,False,False,2025-04-30 17:10:00
user_77,mobile,Bangalore,paid_ads,True,True,False,False,2025-04-03 16:55:00
user_78,mobile,Mumbai,email,True,True,True,False,2025-05-17 13:13:00
user_79,mobile,Jaipur,paid_ads,True,True,False,False,2025-05-09 23:44:00
user_80,desktop,Hyderabad,social_media,True,False,False,False,2025-03-26 22:19:00
user_81,desktop,Hyderabad,paid_ads,True,False,False,False,2025-04-21 21:41:00
user_82,mobile,Chennai,organic_search,True,False,False,False,2025-04-17 14:57:00
user_83,mobile,Bangalore,email,True,True,False,False,2025-05-06 14:07:00
user_84,mobile,Mumbai,organic_search,True,False,False,False,2025-04-01 07:04:00
user_85,mobile,Hyderabad,paid_ads,True,True,False,False,2025-04-13 00:37:00
user_86,desktop,Chennai,organic_search,True,False,False,False,2025-05-10 07:37:00
user_87,desktop,Bangalore,organic_search,True,False,False,False,2025-03-29 00:04:00
user_88,desktop,Kolkata,paid_ads,True,False,False,False,2025-05-30 20:03:00
user_89,mobile,Delhi,paid_ads,True,True,False,False,2025-03-30 02:57:00
user_90,mobile,Delhi,social_media,True,False,False,False,2025-03-05 10:04:00
user_91,desktop,Mumbai,social_media,True,False,False,False,2025-05-05 07:17:00
user_92,desktop,Delhi,social_media,True,True,True,False,2025-05-25 15:13:00
user_93,desktop,Pune,paid_ads,True,False,False,False,2025-05-09 04:46:00
user_94,desktop,Kolkata,social_media,True,False,False,False,2025-05-13 18:30:00
user_95,mobile,Bangalore,social_media,True,False,False,False,2025-04-01 15:51:00
user_96,mobile,Hyderabad,paid_ads,True,False,False,False,2025-04-22 06:06:00
user_97,mobile,Chennai,social_media,True,True,True,False,2025-03-13 21:27:00
user_98,mobile,Delhi,direct,True,False,False,False,2025-04-15 13:26:00
user_99,mobile,Mumbai,organic_search,True,False,False,False,2025-04-29 23:03:00
user_100,mobile,Jaipur,direct,True,True,False,False,2025-05-26 20:41:00
user_101,desktop,Hyderabad,organic_search,True,True,False,False,2025-03-13 01:25:00
user_102,mobile,Indore,paid_ads,True,True,False,False,2025-04-13 03:15:00
user_103,mobile,Delhi,organic_search,True,True,False,False,2025-03-25 06:34:00
user_104,tablet,Chennai,social_media,True,False,False,False,2025-04-27 04:27:00
user_105,mobile,Delhi,organic_search,True,True,False,False,2025-03-24 08:29:00
user_106,mobile,Delhi,direct,True,True,False,False,2025-04-01 02:28:00
user_107,desktop,Bangalore,email,True,True,True,False,2025-05-10 03:03:00
user_108,mobile,Delhi,social_media,True,True,False,False,2025-05-23 17:53:00
user_109,mobile,Mumbai,paid_ads,True,True,False,False,2025-03-02 02:59:00
user_110,mobile,Delhi,direct,True,True,False,False,2025-03-31 05:26:00
user_111,mobile,Mumbai,email,True,True,True,True,2025-05-02 15:13:00
user_112,tablet,Chennai,paid_ads,True,False,False,False,2025-04-21 01:10:00
user_113,desktop,Bangalore,social_media,True,True,False,False,2025-04-18 00:24:00
user_114,desktop,Mumbai,social_media,True,False,False,False,2025-04-03 14:18:00
user_115,desktop,Mumbai,social_media,True,True,False,False,2025-04-24 22:46:00
user_116,desktop,Mumbai,paid_ads,True,True,False,False,2025-05-11 21:45:00
user_117,mobile,Hyderabad,paid_ads,True,True,False,False,2025-05-02 04:12:00
user_118,desktop,Mumbai,organic_search,True,True,True,True,2025-04-07 06:03:00
user_119,mobile,Kolkata,paid_ads,True,True,False,False,2025-05-14 23:34:00
user_120,desktop,Mumbai,social_media,True,True,False,False,2025-03-08 23:20:00
user_121,desktop,Delhi,referral,True,True,True,True,2025-03-08 01:37:00
user_122,mobile,Pune,referral,True,False,False,False,2025-05-01 16:58:00
user_123,mobile,Chennai,social_media,True,True,False,False,2025-05-07 05:03:00
user_124,mobile,Mumbai,social_media,True,False,False,False,2025-05-05 02:54:00
user_125,mobile,Kolkata,organic_search,True,False,False,False,2025-03-24 02:38:00
user_126,desktop,Bangalore,social_media,True,False,False,False,2025-03-09 21:55:00
user_127,desktop,Pune,organic_search,True,True,False,False,2025-03-31 12:07:00
user_128,mobile,Hyderabad,organic_search,True,False,False,False,2025-05-12 07:37:00
user_129,mobile,Chennai,social_media,True,True,False,False,2025-05-16 01:39:00
user_130,mobile,Indore,paid_ads,True,True,True,False,2025-03-11 13:42:00
user_131,mobile,Delhi,organic_search,True,True,False,False,2025-05-14 18:33:00
user_132,mobile,Hyderabad,email,True,False,False,False,2025-04-10 08:13:00
user_133,mobile,Bangalore,paid_ads,True,True,False,False,2025-05-25 22:20:00
user_134,tablet,Mumbai,organic_search,True,False,False,False,2025-03-31 08:25:00
user_135,mobile,Mumbai,organic_search,True,True,False,False,2025-03-17 21:41:00
user_136,mobile,Mumbai,organic_search,True,False,False,False,2025-04-08 14:20:00
user_137,desktop,Hyderabad,organic_search,True,False,False,False,2025-03-10 00:29:00
user_138,mobile,Hyderabad,email,True,False,False,False,2025-05-19 18:06:00
user_139,tablet,Hyderabad,paid_ads,True,True,False,False,2025-03-10 17:13:00
user_140,tablet,Mumbai,email,True,False,False,False,2025-05-04 08:08:00
user_141,mobile,Bangalore,organic_search,True,False,False,False,2025-04-14 02:56:00
user_142,mobile,Ahmedabad,paid_ads,True,True,False,False,2025-04-01 11:18:00
user_143,mobile,Bangalore,social_media,True,True,True,True,2025-03-21 14:53:00
user_144,mobile,Hyderabad,social_media,True,False,False,False,2025-05-09 22:19:00
user_145,mobile,Kolkata,social_media,True,True,False,False,2025-05-18 20:33:00
user_146,desktop,Kolkata,direct,True,False,False,False,2025-03-02 21:52:00
user_147,mobile,Bangalore,organic_search,True,True,False,False,2025-05-10 09:59:00
user_148,mobile,Pune,paid_ads,True,False,False,False,2025-05-24 03:56:00
user_149,mobile,Bangalore,direct,True,True,False,False,2025-03-18 08:07:00
user_150,tablet,Pune,organic_search,True,True,True,True,2025-03-14 23:35:00
user_151,mobile,Delhi,organic_search,True,True,True,True,2025-03-20 08:18:00
user_152,mobile,Delhi,organic_search,True,False,False,False,2025-05-17 06:45:00
user_153,mobile,Mumbai,social_media,True,True,False,False,2025-04-13 06:43:00
user_154,tablet,Kolkata,organic_search,True,False,False,False,2025-05-21 08:32:00
user_155,mobile,Bangalore,organic_search,True,False,False,False,2025-05-02 08:57:00
user_156,desktop,Delhi,paid_ads,True,True,False,False,2025-03-07 02:40:00
user_157,desktop,Delhi,social_media,True,True,False,False,2025-04-24 08:02:00
user_158,mobile,Ahmedabad,organic_search,True,True,False,False,2025-03-01 10:49:00
user_159,desktop,Pune,paid_ads,True,True,False,False,2025-03-17 20:16:00
user_160,mobile,Hyderabad,social_media,True,True,False,False,2025-03-21 23:28:00
user_161,desktop,Hyderabad,direct,True,False,False,False,2025-05-10 22:27:00
user_162,desktop,Bangalore,social_media,True,False,False,False,2025-05-11 00:07:00
user_163,mobile,Bangalore,email,True,True,True,True,2025-03-10 22:57:00
user_164,mobile,Ahmedabad,paid_ads,True,False,False,False,2025-03-20 17:02:00
user_165,desktop,Mumbai,organic_search,True,False,False,False,2025-04-17 18:35:00
user_166,mobile,Bangalore,paid_ads,True,False,False,False,2025-03-19 13:08:00
user_167,mobile,Delhi,email,True,False,False,False,2025-03-06 09:23:00
user_168,mobile,Bangalore,paid_ads,True,False,False,False,2025-03-06 11:13:00
user_169,desktop,Bangalore,email,True,True,True,False,2025-05-27 07:42:00
user_170,desktop,Bangalore,referral,True,False,False,False,2025-03-14 11:49:00
user_171,mobile,Mumbai,organic_search,True,False,False,False,2025-05-11 13:39:00
user_172,mobile,Bangalore,organic_search,True,True,True,True,2025-03-20 07:55:00
user_173,mobile,Delhi,organic_search,True,True,False,False,2025-03-21 05:56:00
user_174,desktop,Mumbai,paid_ads,True,True,False,False,2025-04-22 00:11:00
user_175,mobile,Mumbai,organic_search,True,True,False,False,2025-04-12 13:51:00
user_176,desktop,Kolkata,direct,True,True,True,False,2025-05-25 23:51:00
user_177,mobile,Bangalore,organic_search,True,False,False,False,2025-04-01 08:10:00
user_178,tablet,Hyderabad,paid_ads,True,False,False,False,2025-05-29 03:24:00
user_179,mobile,Chennai,organic_search,True,True,True,False,2025-03-05 15:14:00
user_180,mobile,Chennai,direct,True,True,False,False,2025-03-26 14:22:00
user_181,mobile,Bangalore,social_media,True,False,False,False,2025-04-09 07:14:00
user_182,tablet,Bangalore,direct,True,True,True,False,2025-03-04 21:12:00
user_183,desktop,Delhi,referral,True,True,False,False,2025-04-21 10:17:00
user_184,mobile,Hyderabad,paid_ads,True,False,False,False,2025-03-09 08:22:00
user_185,desktop,Bangalore,organic_search,True,True,False,False,2025-05-22 16:25:00
user_186,desktop,Pune,organic_search,True,True,False,False,2025-05-26 17:21:00
user_187,desktop,Pune,organic_search,True,True,False,False,2025-03-04 03:56:00
user_188,mobile,Mumbai,social_media,True,False,False,False,2025-04-03 05:37:00
user_189,mobile,Mumbai,organic_search,True,False,False,False,2025-04-03 01:06:00
user_190,mobile,Hyderabad,organic_search,True,True,False,False,2025-05-16 13:22:00
user_191,desktop,Delhi,social_media,True,True,True,False,2025-04-10 13:38:00
user_192,tablet,Mumbai,social_media,True,False,False,False,2025-05-05 03:24:00
user_193,desktop,Pune,social_media,True,False,False,False,2025-05-13 06:16:00
user_194,mobile,Delhi,paid_ads,True,False,False,False,2025-03-06 22:27:00
user_195,mobile,Ahmedabad,email,True,False,False,False,2025-03-01 16:59:00
user_196,desktop,Chennai,paid_ads,True,False,False,False,2025-05-08 21:46:00
user_197,desktop,Kolkata,organic_search,True,False,False,False,2025-05-25 06:23:00
user_198,desktop,Delhi,email,True,False,False,False,2025-04-25 02:42:00
user_199,desktop,Delhi,referral,True,False,False,False,2025-04-12 19:20:00
user_200,desktop,Bangalore,organic_search,True,False,False,False,2025-05-24 03:46:00
user_201,mobile,Mumbai,paid_ads,True,True,False,False,2025-04-08 16:19:00
user_202,mobile,Delhi,paid_ads,True,False,False,False,2025-05-25 13:20:00
user_203,desktop,Delhi,organic_search,True,False,False,False,2025-04-21 22:18:00
user_204,desktop,Mumbai,direct,True,False,False,False,2025-05-10 04:12:00
user_205,mobile,Delhi,organic_search,True,True,True,True,2025-04-23 21:24:00
user_206,mobile,Kolkata,email,True,False,False,False,2025-05-26 23:57:00
user_207,desktop,Mumbai,social_media,True,False,False,False,2025-03-23 19:36:00
user_208,mobile,Mumbai,social_media,True,True,False,False,2025-04-08 12:35:00
user_209,mobile,Hyderabad,organic_search,True,False,False,False,2025-03-01 09:18:00
user_210,mobile,Jaipur,organic_search,True,False,False,False,2025-03-27 13:50:00
user_211,desktop,Delhi,organic_search,True,True,False,False,2025-05-14 19:41:00
user_212,desktop,Mumbai,organic_search,True,True,False,False,2025-04-11 14:28:00
user_213,mobile,Hyderabad,paid_ads,True,False,False,False,2025-04-26 21:13:00
user_214,desktop,Ahmedabad,email,True,False,False,False,2025-05-05 15:50:00
user_215,mobile,Kolkata,paid_ads,True,True,False,False,2025-03-22 21:05:00
user_216,mobile,Hyderabad,email,True,True,False,False,2025-04-06 16:42:00
user_217,desktop,Delhi,paid_ads,True,True,True,False,2025-05-21 19:21:00
user_218,desktop,Hyderabad,email,True,True,False,False,2025-03-12 07:43:00
user_219,desktop,Mumbai,referral,True,True,False,False,2025-04-09 07:51:00
user_220,desktop,Chennai,organic_search,True,False,False,False,2025-03-26 04:01:00
user_221,desktop,Chennai,direct,True,False,False,False,2025-03-06 07:30:00
user_222,mobile,Jaipur,social_media,True,False,False,False,2025-05-18 02:29:00
user_223,mobile,Delhi,email,True,True,False,False,2025-04-23 20:36:00
user_224,mobile,Mumbai,social_media,True,True,False,False,2025-03-25 22:44:00
user_225,mobile,Hyderabad,paid_ads,True,True,True,True,2025-04-19 15:25:00
user_226,tablet,Chennai,organic_search,True,False,False,False,2025-04-01 04:41:00
user_227,mobile,Kolkata,organic_search,True,False,False,False,2025-05-28 00:57:00
user_228,desktop,Mumbai,paid_ads,True,False,False,False,2025-03-14 13:14:00
user_229,desktop,Delhi,referral,True,True,True,False,2025-03-23 22:33:00
user_230,desktop,Bangalore,social_media,True,False,False,False,2025-04-29 01:35:00
user_231,mobile,Delhi,paid_ads,True,False,False,False,2025-04-01 03:29:00
user_232,desktop,Pune,email,True,False,False,False,2025-03-18 14:42:00
user_233,mobile,Bangalore,email,True,False,False,False,2025-05-07 17:38:00
user_234,mobile,Kolkata,organic_search,True,False,False,False,2025-04-10 14:39:00
user_235,desktop,Hyderabad,organic_search,True,True,False,False,2025-05-04 13:53:00
user_236,mobile,Kolkata,organic_search,True,False,False,False,2025-05-10 14:57:00
user_237,mobile,Delhi,direct,True,True,False,False,2025-03-21 23:55:00
user_238,desktop,Pune,email,True,True,False,False,2025-04-30 14:16:00
user_239,mobile,Delhi,organic_search,True,True,False,False,2025-04-01 20:17:00
user_240,tablet,Hyderabad,organic_search,True,False,False,False,2025-05-06 15:40:00
user_241,tablet,Delhi,email,True,True,True,False,2025-03-31 08:28:00
user_242,tablet,Bangalore,direct,True,False,False,False,2025-03-10 22:18:00
user_243,mobile,Delhi,email,True,False,False,False,2025-03-31 08:21:00
user_244,mobile,Delhi,social_media,True,False,False,False,2025-04-10 17:05:00
user_245,tablet,Jaipur,organic_search,True,False,False,False,2025-03-18 04:14:00
user_246,mobile,Mumbai,paid_ads,True,False,False,False,2025-04-19 22:09:00
user_247,tablet,Kolkata,organic_search,True,True,False,False,2025-05-30 06:04:00
user_248,tablet,Indore,email,True,True,False,False,2025-04-23 13:21:00
user_249,desktop,Mumbai,paid_ads,True,False,False,False,2025-05-09 14:26:00
user_250,mobile,Chennai,email,True,True,False,False,2025-03-08 06:53:00
user_251,mobile,Delhi,paid_ads,True,True,True,False,2025-04-23 12:57:00
user_252,desktop,Mumbai,email,True,False,False,False,2025-05-14 22:01:00
user_253,mobile,Bangalore,paid_ads,True,False,False,False,2025-05-13 12:30:00
user_254,mobile,Ahmedabad,paid_ads,True,False,False,False,2025-03-01 11:19:00
user_255,desktop,Mumbai,social_media,True,False,False,False,2025-04-19 13:34:00
user_256,tablet,Hyderabad,organic_search,True,False,False,False,2025-05-09 19:57:00
user_257,desktop,Bangalore,direct,True,True,False,False,2025-03-29 15:14:00
user_258,desktop,Pune,social_media,True,True,False,False,2025-04-04 13:31:00
user_259,mobile,Mumbai,paid_ads,True,False,False,False,2025-03-04 12:21:00
user_260,desktop,Chennai,email,True,True,False,False,2025-05-25 21:51:00
user_261,tablet,Chennai,direct,True,True,False,False,2025-04-21 23:10:00
user_262,mobile,Chennai,paid_ads,True,False,False,False,2025-04-29 04:39:00
user_263,mobile,Ahmedabad,direct,True,True,True,False,2025-05-08 00:58:00
user_264,desktop,Kolkata,organic_search,True,True,False,False,2025-04-20 18:36:00
user_265,desktop,Mumbai,organic_search,True,True,True,True,2025-05-24 00:05:00
user_266,desktop,Bangalore,social_media,True,True,False,False,2025-05-22 13:08:00
user_267,desktop,Bangalore,paid_ads,True,True,False,False,2025-04-29 05:03:00
user_268,mobile,Delhi,paid_ads,True,False,False,False,2025-04-03 12:20:00
user_269,mobile,Bangalore,paid_ads,True,False,False,False,2025-03-28 14:20:00
user_270,desktop,Bangalore,paid_ads,True,True,True,True,2025-04-13 12:17:00
user_271,desktop,Bangalore,email,True,True,False,False,2025-04-23 08:53:00
user_272,desktop,Jaipur,social_media,True,True,True,True,2025-03-11 15:01:00
user_273,tablet,Mumbai,referral,True,False,False,False,2025-05-09 01:22:00
user_274,mobile,Ahmedabad,email,True,True,False,False,2025-03-29 20:04:00
user_275,mobile,Bangalore,organic_search,True,False,False,False,2025-05-23 01:48:00
user_276,desktop,Hyderabad,organic_search,True,True,False,False,2025-03-04 07:12:00
user_277,desktop,Pune,paid_ads,True,False,False,False,2025-03-03 19:09:00
user_278,desktop,Delhi,email,True,True,False,False,2025-03-31 04:30:00
user_279,desktop,Bangalore,organic_search,True,True,True,False,2025-05-25 03:36:00
user_280,desktop,Bangalore,organic_search,True,True,True,False,2025-03-28 14:44:00
user_281,mobile,Delhi,direct,True,False,False,False,2025-04-02 11:10:00
user_282,mobile,Ahmedabad,social_media,True,True,False,False,2025-05-17 19:47:00
user_283,mobile,Kolkata,organic_search,True,True,True,False,2025-03-15 05:19:00
user_284,desktop,Mumbai,organic_search,True,False,False,False,2025-03-14 18:01:00
user_285,mobile,Mumbai,direct,True,True,False,False,2025-04-09 18:43:00
user_286,mobile,Bangalore,direct,True,True,False,False,2025-04-18 12:45:00
user_287,mobile,Mumbai,organic_search,True,False,False,False,2025-03-26 02:37:00
user_288,mobile,Hyderabad,paid_ads,True,True,False,False,2025-05-28 20:15:00
user_289,desktop,Mumbai,email,True,False,False,False,2025-03-14 22:49:00
user_290,mobile,Bangalore,email,True,True,False,False,2025-04-08 21:38:00
user_291,mobile,Mumbai,email,True,True,False,False,2025-03-16 18:50:00
user_292,desktop,Delhi,paid_ads,True,True,False,False,2025-03-06 11:34:00
user_293,mobile,Chennai,direct,True,False,False,False,2025-04-24 21:23:00
user_294,mobile,Bangalore,paid_ads,True,False,False,False,2025-03-09 16:41:00
user_295,mobile,Jaipur,organic_search,True,False,False,False,2025-04-13 00:54:00
user_296,desktop,Pune,social_media,True,True,False,False,2025-04-23 15:06:00
user_297,mobile,Delhi,paid_ads,True,False,False,False,2025-04-25 11:40:00
user_298,desktop,Mumbai,direct,True,True,True,True,2025-04-28 22:09:00
user_299,mobile,Pune,organic_search,True,True,True,False,2025-04-25 05:46:00
user_300,mobile,Ahmedabad,email,True,False,False,False,2025-05-06 20:17:00
user_301,mobile,Kolkata,organic_search,True,True,False,False,2025-05-18 17:49:00
user_302,mobile,Mumbai,social_media,True,True,False,False,2025-05-01 14:27:00
user_303,desktop,Indore,organic_search,True,True,False,False,2025-05-15 08:20:00
user_304,desktop,Delhi,social_media,True,False,False,False,2025-04-01 02:17:00
user_305,tablet,Chennai,social_media,True,True,False,False,2025-04-27 07:48:00
user_306,mobile,Ahmedabad,paid_ads,True,True,False,False,2025-04-29 18:39:00
user_307,mobile,Delhi,organic_search,True,False,False,False,2025-05-25 12:21:00
user_308,desktop,Ahmedabad,paid_ads,True,True,False,False,2025-03-04 15:54:00
user_309,mobile,Delhi,email,True,True,False,False,2025-04-11 05:31:00
user_310,mobile,Jaipur,paid_ads,True,False,False,False,2025-03-28 11:51:00
user_311,mobile,Delhi,organic_search,True,False,False,False,2025-04-03 10:17:00
user_312,mobile,Jaipur,organic_search,True,True,False,False,2025-05-16 22:56:00
user_313,tablet,Mumbai,direct,True,False,False,False,2025-04-05 17:00:00
user_314,desktop,Chennai,paid_ads,True,True,False,False,2025-05-06 06:05:00
user_315,desktop,Hyderabad,organic_search,True,False,False,False,2025-03-31 23:26:00
user_316,mobile,Bangalore,email,True,True,False,False,2025-05-02 17:48:00
user_317,mobile,Delhi,social_media,True,True,False,False,2025-03-31 22:30:00
user_318,mobile,Chennai,organic_search,True,True,False,False,2025-05-22 22:31:00
user_319,mobile,Mumbai,referral,True,False,False,False,2025-04-27 00:05:00
user_320,mobile,Hyderabad,social_media,True,False,False,False,2025-04-07 07:25:00
user_321,desktop,Delhi,paid_ads,True,False,False,False,2025-05-28 07:19:00
user_322,desktop,Jaipur,paid_ads,True,False,False,False,2025-05-24 18:23:00
user_323,mobile,Mumbai,direct,True,True,False,False,2025-04-30 17:33:00
user_324,tablet,Mumbai,organic_search,True,True,False,False,2025-04-14 13:47:00
user_325,desktop,Delhi,organic_search,True,False,False,False,2025-05-10 10:22:00
user_326,desktop,Bangalore,organic_search,True,False,False,False,2025-05-29 14:17:00
user_327,desktop,Delhi,email,True,False,False,False,2025-04-09 08:14:00
user_328,mobile,Bangalore,social_media,True,True,False,False,2025-03-16 23:12:00
user_329,mobile,Pune,social_media,True,True,False,False,2025-04-10 03:47:00
user_330,mobile,Chennai,organic_search,True,True,True,False,2025-05-08 22:11:00
user_331,desktop,Hyderabad,social_media,True,True,False,False,2025-03-25 06:47:00
user_332,mobile,Mumbai,email,True,True,False,False,2025-05-01 08:46:00
user_333,mobile,Chennai,paid_ads,True,True,False,False,2025-05-15 16:38:00
user_334,mobile,Mumbai,email,True,False,False,False,2025-04-06 03:53:00
user_335,mobile,Kolkata,paid_ads,True,True,False,False,2025-03-25 09:14:00
user_336,desktop,Delhi,email,True,True,False,False,2025-04-16 05:19:00
user_337,desktop,Bangalore,organic_search,True,False,False,False,2025-03-02 22:34:00
user_338,mobile,Delhi,social_media,True,True,False,False,2025-03-17 08:02:00
user_339,mobile,Pune,referral,True,False,False,False,2025-03-07 17:18:00
user_340,mobile,Mumbai,referral,True,True,False,False,2025-05-29 04:40:00
user_341,mobile,Hyderabad,organic_search,True,False,False,False,2025-05-02 03:55:00
user_342,mobile,Mumbai,paid_ads,True,False,False,False,2025-03-02 18:18:00
user_343,mobile,Chennai,organic_search,True,False,False,False,2025-04-30 15:28:00
user_344,mobile,Ahmedabad,direct,True,False,False,False,2025-04-13 05:03:00
user_345,desktop,Bangalore,social_media,True,True,True,True,2025-04-02 15:07:00
user_346,desktop,Bangalore,paid_ads,True,True,False,False,2025-03-09 12:31:00
user_347,mobile,Ahmedabad,organic_search,True,False,False,False,2025-03-10 18:40:00
user_348,mobile,Bangalore,direct,True,False,False,False,2025-05-27 01:09:00
user_349,desktop,Bangalore,paid_ads,True,False,False,False,2025-03-20 18:19:00
user_350,mobile,Hyderabad,organic_search,True,True,False,False,2025-03-11 07:07:00
user_351,desktop,Chennai,paid_ads,True,False,False,False,2025-05-11 13:38:00
user_352,desktop,Mumbai,organic_search,True,False,False,False,2025-05-16 19:14:00
user_353,mobile,Kolkata,social_media,True,False,False,False,2025-05-06 12:28:00
user_354,mobile,Bangalore,direct,True,True,False,False,2025-04-26 09:55:00
